Age,Gender,Income,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
68,female,76976,6,hiking,4180,urban,52,119,winter,0,1,1
66,male,116533,9,skiing,3397,urban,91,36,winter,0,1,0
57,male,44855,7,swimming,1415,rural,226,157,spring,0,1,0
29,non-binary,37562,4,sunbathing,3102,urban,175,110,winter,1,1,0
26,non-binary,66096,5,hiking,2194,suburban,96,71,winter,1,1,0
47,non-binary,29878,2,hiking,2306,rural,197,187,fall,0,1,0
23,female,59296,8,skiing,1018,urban,196,147,summer,0,0,0
42,non-binary,47313,1,sunbathing,2452,suburban,204,56,fall,1,1,0
45,non-binary,78161,1,sunbathing,1573,suburban,217,138,winter,1,1,0
27,non-binary,81433,4,skiing,3660,urban,286,85,spring,1,1,0
58,non-binary,105630,0,hiking,4070,suburban,129,90,spring,1,0,0
45,non-binary,117633,4,swimming,4335,suburban,134,119,fall,0,0,0
46,male,35724,5,skiing,2475,rural,31,107,spring,0,1,1
53,male,42398,5,swimming,2774,urban,156,276,winter,1,0,0
28,female,113582,8,swimming,988,urban,185,281,fall,1,0,0
38,female,57997,2,hiking,2099,suburban,229,219,spring,0,1,0
55,female,112215,8,skiing,2030,urban,53,181,winter,1,1,1
43,male,56817,5,skiing,2968,urban,165,295,spring,0,0,1
35,male,57687,9,hiking,3184,suburban,161,104,spring,0,0,0
21,non-binary,63971,2,swimming,2476,suburban,216,116,fall,0,1,0
61,female,77302,7,hiking,2208,suburban,55,58,summer,0,0,1
58,non-binary,46666,4,sunbathing,2178,suburban,44,57,summer,1,0,0
32,male,113781,6,skiing,905,urban,24,174,winter,1,0,1
40,non-binary,28851,5,skiing,1677,urban,181,100,spring,1,1,0
58,non-binary,29995,1,hiking,3780,urban,77,121,fall,0,1,1
23,non-binary,37634,8,hiking,1116,suburban,268,262,winter,0,0,0
60,non-binary,119597,6,swimming,1954,rural,131,298,spring,0,0,0
24,male,68572,8,hiking,1469,urban,140,125,summer,0,0,0
63,male,42763,3,skiing,1265,rural,68,229,winter,0,1,1
65,male,78955,6,hiking,1800,urban,201,125,summer,0,0,0
32,male,49884,5,skiing,804,rural,187,173,summer,0,1,0
69,female,53120,0,skiing,3589,urban,90,237,winter,0,0,1
26,female,20636,6,hiking,2192,urban,172,50,winter,1,0,0
68,non-binary,49911,9,hiking,3868,rural,147,184,spring,1,1,1
47,non-binary,90600,8,hiking,4639,urban,126,266,spring,1,0,1
61,non-binary,114615,5,hiking,4863,suburban,9,2,winter,0,0,0
60,non-binary,108797,5,sunbathing,526,urban,28,123,fall,1,0,0
45,female,81636,3,hiking,1703,suburban,43,115,spring,0,1,1
47,male,28782,6,hiking,4277,rural,160,163,summer,0,0,1
25,non-binary,75724,5,swimming,2393,suburban,185,222,winter,1,1,0
52,female,37332,3,swimming,4482,urban,198,175,summer,0,0,0
68,female,30998,6,swimming,3381,suburban,98,218,summer,1,0,0
52,non-binary,26419,9,sunbathing,1135,rural,233,283,fall,0,1,0
43,non-binary,87406,7,hiking,2745,suburban,238,71,spring,1,1,0
47,female,72581,2,sunbathing,3838,rural,52,173,summer,0,0,0
52,female,35726,9,sunbathing,4639,suburban,163,244,spring,1,0,0
55,non-binary,49600,8,sunbathing,1717,urban,87,171,summer,1,1,0
28,male,97244,5,hiking,3404,rural,31,168,winter,0,0,1
37,male,39082,0,swimming,3874,urban,86,67,winter,0,0,0
63,non-binary,63483,3,swimming,559,rural,231,291,summer,1,1,0
48,non-binary,112802,6,sunbathing,2518,urban,100,22,summer,1,1,0
51,male,84816,7,hiking,572,suburban,177,140,spring,1,1,0
29,female,68194,3,hiking,4810,urban,279,5,summer,1,0,0
65,non-binary,81815,3,swimming,545,rural,279,6,winter,1,1,0
45,non-binary,56874,2,swimming,942,rural,71,67,fall,0,1,0
20,male,106884,4,sunbathing,1015,rural,252,58,fall,0,1,0
65,non-binary,56603,8,hiking,4482,suburban,178,183,winter,0,0,1
59,female,52108,7,hiking,1396,rural,104,144,winter,0,0,1
69,female,56534,8,swimming,2341,urban,181,140,summer,0,1,0
22,non-binary,21642,0,skiing,3443,rural,285,296,spring,0,1,1
30,female,98385,7,skiing,1484,suburban,28,283,winter,0,1,1
29,female,34467,7,sunbathing,1186,urban,107,187,summer,0,0,0
18,female,79679,0,sunbathing,1984,rural,176,74,summer,0,0,0
69,non-binary,40915,8,hiking,2959,suburban,262,169,summer,0,0,0
60,non-binary,105226,9,swimming,617,rural,78,221,fall,0,1,0
36,non-binary,71005,8,skiing,1140,suburban,141,268,summer,0,1,1
46,female,99561,3,swimming,3914,rural,176,128,summer,0,0,0
64,male,98429,7,swimming,4174,urban,286,141,fall,0,0,0
67,male,43761,7,hiking,3786,urban,111,47,spring,0,0,0
65,male,42416,9,sunbathing,2799,suburban,252,246,winter,1,1,0
56,female,97444,8,skiing,3598,rural,61,123,fall,0,1,1
59,male,97127,3,sunbathing,2578,suburban,199,1,winter,0,1,0
42,non-binary,26140,5,hiking,3810,urban,21,256,fall,1,0,1
33,female,119709,8,hiking,1059,urban,248,193,summer,0,1,0
34,male,79111,2,swimming,2097,rural,113,294,fall,0,0,0
45,female,96525,6,hiking,1134,rural,1,250,spring,1,0,1
56,female,82788,2,hiking,4950,rural,205,54,spring,0,1,0
60,non-binary,66160,9,skiing,2965,suburban,6,194,winter,1,1,1
66,female,70662,9,skiing,1359,suburban,237,161,fall,1,0,0
22,non-binary,116294,2,sunbathing,501,urban,211,175,winter,1,0,0
18,non-binary,79113,1,sunbathing,4765,rural,206,5,fall,0,0,0
20,male,119290,8,swimming,3718,rural,33,159,winter,0,1,0
65,male,38207,1,swimming,4931,rural,201,68,fall,1,0,0
41,female,61862,3,swimming,2809,suburban,189,240,fall,1,0,0
46,male,71029,0,sunbathing,2540,urban,144,48,winter,0,1,0
32,female,103031,4,hiking,2910,suburban,179,103,spring,0,0,0
21,non-binary,64970,6,sunbathing,2501,suburban,112,122,winter,1,1,0
61,female,44208,3,skiing,1671,rural,188,29,spring,0,1,0
18,non-binary,23526,2,swimming,4115,suburban,10,282,winter,1,1,0
66,non-binary,92175,0,hiking,3826,rural,246,214,spring,1,0,0
32,female,62448,1,sunbathing,4035,suburban,24,78,summer,0,1,0
41,non-binary,22323,3,swimming,2601,rural,116,171,winter,0,1,0
69,male,23546,8,skiing,1937,rural,269,202,spring,0,1,0
48,female,53225,9,hiking,1618,urban,16,112,winter,0,0,1
37,male,86501,2,swimming,673,urban,202,268,spring,1,0,0
27,non-binary,114111,6,skiing,3958,urban,19,226,fall,0,0,1
28,non-binary,101140,3,skiing,2011,urban,172,228,summer,1,1,1
35,female,74264,8,hiking,4589,urban,198,11,fall,0,1,0
51,non-binary,81575,5,skiing,522,rural,22,98,spring,1,1,1
45,male,47898,2,sunbathing,3759,rural,39,23,winter,0,1,0
55,female,98891,1,sunbathing,3692,rural,2,114,spring,0,0,0
33,female,37725,2,skiing,1857,urban,52,89,fall,0,0,1
41,male,24203,6,swimming,4009,suburban,276,125,fall,0,0,0
56,non-binary,87922,0,sunbathing,644,urban,80,92,fall,0,0,0
68,non-binary,74354,7,swimming,4214,suburban,92,74,fall,1,1,0
29,female,47413,0,skiing,1822,rural,82,175,summer,0,1,1
67,male,119746,1,swimming,714,rural,228,45,fall,0,1,0
59,female,59323,1,swimming,4186,suburban,172,102,spring,0,1,0
24,female,84160,1,hiking,3021,suburban,298,163,fall,1,1,0
53,non-binary,69035,9,skiing,2003,rural,82,162,spring,1,0,1
34,female,82560,8,hiking,3391,suburban,140,210,summer,0,1,1
66,male,74065,7,skiing,3810,suburban,284,169,summer,1,0,0
21,male,52828,7,skiing,3068,suburban,48,213,spring,1,0,1
54,male,58987,9,sunbathing,776,urban,156,66,winter,1,1,0
50,male,48324,6,hiking,3627,urban,16,39,fall,1,0,1
36,non-binary,84883,7,swimming,909,urban,151,136,spring,0,0,0
43,non-binary,28035,5,hiking,1925,suburban,30,143,fall,1,1,1
28,non-binary,103174,2,skiing,3348,suburban,297,214,winter,0,0,0
48,non-binary,101755,0,skiing,3746,rural,241,129,winter,0,0,0
18,male,63506,5,sunbathing,3005,rural,88,5,fall,0,0,0
57,male,113962,4,swimming,2964,rural,197,73,summer,0,0,0
53,female,20335,5,swimming,4085,urban,128,8,summer,0,1,0
46,female,26581,1,skiing,1416,urban,31,25,winter,1,1,0
42,non-binary,114203,7,skiing,1515,urban,186,49,winter,0,1,0
64,female,23138,0,skiing,2445,urban,53,276,summer,1,1,1
66,non-binary,22517,3,hiking,3760,rural,39,93,summer,1,1,1
35,non-binary,47705,8,hiking,2865,urban,259,253,winter,1,1,0
20,non-binary,85328,6,sunbathing,1341,suburban,244,149,spring,0,1,0
35,female,114158,3,swimming,1699,urban,75,207,winter,1,0,0
24,female,66675,3,skiing,1549,rural,201,198,winter,0,0,0
45,non-binary,30435,0,skiing,2052,urban,265,138,summer,1,1,0
34,male,49020,2,skiing,4917,suburban,287,5,spring,1,0,0
42,female,99059,1,skiing,4036,urban,180,69,fall,0,0,0
35,male,80444,4,skiing,3433,urban,38,284,winter,0,0,1
69,non-binary,69293,9,sunbathing,3006,rural,70,67,summer,0,0,0
57,non-binary,23456,4,sunbathing,2970,rural,134,73,summer,0,0,0
60,female,84720,3,skiing,1695,rural,23,20,winter,0,0,0
20,female,29486,2,swimming,3977,suburban,101,115,fall,0,0,0
42,female,97912,6,hiking,1857,urban,219,255,spring,1,1,1
24,non-binary,86828,6,hiking,2594,suburban,262,193,summer,0,1,0
64,male,90167,1,skiing,2740,rural,299,37,winter,1,0,0
27,male,96170,8,skiing,1432,urban,131,128,spring,0,1,0
61,female,115716,6,sunbathing,3878,urban,88,216,summer,1,1,0
61,female,66781,7,skiing,3738,suburban,109,6,fall,1,1,0
68,female,58936,9,hiking,4418,suburban,191,193,winter,1,0,1
36,male,49800,5,sunbathing,2511,urban,256,176,summer,1,1,0
32,female,25535,5,skiing,2801,rural,217,260,fall,0,1,1
38,female,25184,5,sunbathing,2782,urban,215,257,fall,0,1,0
38,non-binary,51400,3,sunbathing,4678,urban,58,231,spring,1,1,0
54,female,34794,0,skiing,4106,rural,121,9,winter,1,1,0
45,non-binary,27808,5,hiking,2011,rural,81,268,winter,0,0,1
62,male,115247,3,sunbathing,1693,suburban,210,181,winter,0,1,0
49,female,30127,3,skiing,1575,rural,45,189,winter,0,0,1
58,male,92322,9,hiking,954,urban,3,90,winter,0,0,1
44,male,73475,8,sunbathing,3871,rural,92,281,spring,0,1,0
40,male,64637,8,swimming,2371,rural,36,124,winter,1,0,0
27,male,91420,9,skiing,709,urban,128,47,spring,0,1,0
57,male,39195,0,hiking,506,urban,261,50,fall,0,0,0
58,non-binary,75810,9,sunbathing,1457,urban,241,243,spring,0,0,0
23,non-binary,24322,8,swimming,1650,suburban,254,18,winter,0,1,0
41,male,62419,6,swimming,2794,rural,90,150,winter,1,0,0
35,male,98110,2,hiking,4759,suburban,173,4,fall,1,0,0
27,female,108181,1,swimming,2937,urban,288,247,summer,1,0,0
32,male,72657,0,hiking,4069,suburban,17,82,fall,1,0,1
62,non-binary,21392,1,skiing,1542,rural,71,263,spring,0,1,1
60,non-binary,32248,3,hiking,4309,urban,164,29,summer,1,1,0
51,non-binary,58422,6,sunbathing,4112,urban,95,175,summer,0,0,0
25,non-binary,89200,0,skiing,4139,urban,264,103,spring,1,1,0
67,male,20064,8,skiing,2032,rural,159,32,fall,1,0,0
52,non-binary,26864,2,sunbathing,1786,suburban,293,222,summer,0,0,0
44,non-binary,56725,6,sunbathing,3228,rural,20,234,spring,0,1,0
42,non-binary,92697,6,hiking,2555,rural,65,58,spring,1,1,0
20,female,66568,6,swimming,2247,rural,242,181,summer,1,1,0
38,male,81162,3,skiing,1259,suburban,71,96,fall,1,0,1
56,non-binary,55948,9,swimming,1767,rural,241,218,summer,0,0,0
49,non-binary,74074,5,swimming,3252,suburban,141,161,winter,0,0,0
67,male,24350,5,sunbathing,3322,urban,145,263,summer,1,1,0
38,non-binary,104030,6,swimming,1476,rural,206,120,winter,0,1,0
26,non-binary,108721,5,hiking,639,urban,298,17,fall,0,0,0
67,non-binary,83497,2,swimming,1047,urban,114,220,summer,0,0,0
18,female,70222,8,hiking,3203,suburban,38,267,spring,1,0,1
21,non-binary,85658,1,skiing,4057,suburban,142,135,summer,0,0,0
21,non-binary,65088,4,hiking,4328,suburban,172,285,summer,0,1,1
66,male,78373,8,hiking,948,rural,263,31,fall,0,1,0
43,male,45108,4,hiking,1922,suburban,166,156,summer,1,1,0
51,female,56253,2,skiing,2182,urban,221,36,spring,1,1,0
44,male,77084,3,hiking,1461,suburban,296,298,summer,0,0,1
32,male,97766,5,swimming,652,urban,103,278,fall,1,1,0
62,female,53300,2,skiing,1035,suburban,114,114,spring,0,1,0
49,non-binary,79365,4,skiing,2055,rural,294,24,winter,1,1,0
58,male,104590,2,swimming,3633,rural,154,148,fall,1,1,0
24,male,39825,4,hiking,4777,rural,42,28,spring,1,1,0
61,female,48021,7,skiing,3878,rural,136,165,summer,0,1,1
61,male,33698,7,swimming,3404,suburban,289,179,summer,1,0,0
31,male,97856,4,swimming,1383,rural,275,2,winter,0,0,0
40,non-binary,71159,7,hiking,2921,rural,161,101,summer,1,1,0
64,female,110293,6,skiing,1159,suburban,85,181,summer,0,0,1
18,non-binary,57154,6,swimming,3040,urban,194,146,fall,0,0,0
49,non-binary,112419,5,sunbathing,924,rural,134,252,spring,1,0,0
58,non-binary,98625,7,sunbathing,1705,rural,3,2,fall,1,0,0
43,female,40262,1,sunbathing,3749,rural,175,202,summer,1,0,0
65,male,45301,9,swimming,4411,suburban,23,249,fall,1,0,0
26,non-binary,22250,1,skiing,3245,rural,279,149,winter,1,1,0
33,female,100904,1,swimming,2106,urban,21,85,fall,0,1,0
48,male,89225,9,skiing,1689,urban,99,179,summer,0,0,1
19,female,112018,0,skiing,1510,rural,287,88,winter,0,0,0
49,non-binary,94843,3,skiing,1592,urban,288,215,summer,1,1,0
27,female,103229,7,hiking,4575,urban,294,283,spring,0,1,0
42,non-binary,73225,8,swimming,3318,rural,35,145,spring,0,1,0
35,female,38800,7,swimming,2227,rural,245,112,winter,1,1,0
62,non-binary,46923,2,skiing,2167,urban,295,83,spring,0,0,0
51,male,54115,7,swimming,3772,suburban,49,64,spring,1,0,0
46,female,66541,3,hiking,1537,rural,190,289,winter,1,0,1
62,female,68850,3,sunbathing,3585,rural,295,54,fall,0,0,0
41,male,79863,5,swimming,1701,urban,25,188,winter,0,0,0
20,non-binary,85964,1,swimming,4636,suburban,60,29,winter,1,1,0
32,non-binary,55831,2,skiing,2979,rural,148,160,fall,1,1,1
20,non-binary,54019,2,hiking,3662,urban,176,276,fall,1,1,1
48,male,47334,8,hiking,3494,suburban,32,50,summer,1,1,1
27,female,84763,9,hiking,3668,suburban,193,24,fall,1,0,0
55,female,56625,8,sunbathing,1222,suburban,11,70,fall,0,1,0
39,female,96972,7,hiking,4658,suburban,150,280,spring,1,0,1
31,male,25680,0,hiking,4231,urban,266,232,spring,0,0,0
26,non-binary,49710,1,sunbathing,2841,suburban,71,75,fall,0,0,0
35,non-binary,22734,7,hiking,803,suburban,198,132,fall,0,0,0
25,non-binary,83216,5,swimming,4981,rural,157,295,fall,0,1,0
55,female,94361,1,hiking,2782,suburban,200,138,summer,0,0,0
32,male,75428,1,hiking,3786,urban,299,40,summer,1,0,0
63,non-binary,61576,4,swimming,2059,rural,208,286,winter,1,1,0
32,non-binary,89053,0,sunbathing,2924,rural,282,210,fall,0,1,0
69,female,90099,1,hiking,2979,urban,47,145,fall,0,0,1
23,non-binary,67750,2,hiking,3158,urban,146,81,spring,0,1,0
29,female,72928,6,swimming,3181,rural,61,161,winter,1,0,0
59,non-binary,100982,3,hiking,1071,suburban,172,106,spring,0,0,0
36,female,70781,1,skiing,1532,rural,76,289,winter,1,1,1
57,female,44553,9,swimming,4319,urban,264,152,spring,0,1,0
22,non-binary,40306,7,swimming,2442,suburban,123,279,fall,0,0,0
44,female,22464,2,swimming,1035,urban,13,5,spring,0,1,0
27,non-binary,38913,1,swimming,3629,suburban,240,5,winter,1,1,0
60,non-binary,101487,2,swimming,1945,rural,201,212,fall,0,1,0
69,male,114625,7,hiking,1789,urban,294,255,winter,0,0,0
63,non-binary,52157,3,skiing,4182,rural,201,189,summer,1,1,0
31,non-binary,71167,4,swimming,926,suburban,161,134,fall,0,0,0
51,male,33839,0,sunbathing,4932,suburban,215,294,spring,1,0,0
66,male,81266,4,skiing,3836,suburban,121,22,fall,0,1,0
32,female,47623,2,sunbathing,2086,suburban,9,230,winter,1,0,0
46,male,49497,1,sunbathing,4017,rural,259,86,summer,1,0,0
43,male,53136,3,sunbathing,2997,suburban,184,284,summer,1,1,0
44,female,33314,5,sunbathing,717,rural,259,103,winter,0,0,0
20,male,82416,5,skiing,3995,rural,162,159,summer,1,0,0
20,non-binary,37694,6,sunbathing,3623,urban,33,61,winter,0,1,0
52,male,25890,3,hiking,4588,suburban,289,232,spring,0,1,0
52,female,103109,8,swimming,2779,urban,112,102,winter,0,0,0
67,non-binary,75469,8,skiing,2881,urban,171,89,spring,1,0,0
23,female,87421,4,swimming,3572,urban,171,57,summer,0,1,0
31,male,52069,4,sunbathing,2658,rural,37,149,winter,1,0,0
43,non-binary,47468,6,swimming,3970,suburban,11,154,summer,1,0,0
20,male,95060,8,hiking,1704,urban,148,129,winter,1,1,0
50,female,87873,0,skiing,926,rural,265,109,fall,1,0,0
59,female,75125,8,hiking,1166,urban,201,160,winter,1,0,0
30,male,119191,8,sunbathing,941,urban,38,147,fall,1,1,0
46,female,94184,1,sunbathing,1298,suburban,76,141,spring,1,0,0
26,male,101696,9,skiing,2123,rural,265,31,summer,0,0,0
49,female,57914,4,sunbathing,4739,urban,209,238,fall,0,1,0
39,female,65451,9,sunbathing,1245,urban,4,101,fall,0,0,0
39,female,57231,6,swimming,4480,rural,164,257,winter,1,0,0
51,female,72753,7,skiing,3417,urban,205,181,summer,1,0,0
27,non-binary,64317,3,hiking,3363,rural,282,44,fall,0,1,0
42,non-binary,116292,6,hiking,2972,suburban,58,281,summer,1,1,1
29,male,112457,9,swimming,558,urban,142,62,fall,1,1,0
68,male,43311,7,swimming,1149,urban,225,93,fall,1,1,0
20,male,73274,5,swimming,4468,rural,220,138,fall,0,0,0
36,male,109075,2,skiing,2006,rural,211,46,spring,1,0,0
50,female,113893,1,sunbathing,971,urban,13,176,winter,1,1,0
64,female,36222,4,sunbathing,1419,suburban,75,106,spring,1,0,0
43,female,71305,3,hiking,3173,suburban,109,260,winter,0,0,1
30,male,49183,3,swimming,1600,rural,256,156,fall,1,0,0
24,non-binary,30829,3,sunbathing,3975,rural,284,244,fall,0,0,0
51,male,20154,5,skiing,3384,suburban,94,193,spring,0,0,1
39,non-binary,79408,4,sunbathing,4273,suburban,167,163,summer,1,0,0
37,non-binary,28965,3,skiing,4503,suburban,144,139,summer,0,1,0
60,female,97261,8,swimming,3655,rural,111,240,fall,0,0,0
40,female,103961,0,swimming,1401,rural,127,262,spring,0,1,0
65,male,89714,3,hiking,697,suburban,96,109,fall,0,0,1
31,male,109207,6,hiking,2254,urban,118,119,summer,1,1,1
47,non-binary,57036,1,hiking,1427,urban,187,1,winter,1,1,0
40,non-binary,66847,1,sunbathing,2469,urban,184,173,spring,0,0,0
64,female,101335,7,skiing,1219,urban,253,285,summer,1,0,1
69,non-binary,61758,8,skiing,4262,suburban,136,21,summer,0,0,0
36,non-binary,66332,2,skiing,4319,rural,96,21,spring,0,1,0
56,male,73978,5,swimming,3753,rural,207,46,summer,1,0,0
58,male,62982,1,skiing,1294,rural,134,69,spring,1,0,0
53,non-binary,89634,7,skiing,3215,urban,27,275,summer,0,0,1
23,non-binary,39630,7,skiing,3753,rural,69,245,spring,1,1,1
40,non-binary,57467,3,sunbathing,3166,rural,94,102,spring,1,0,0
27,male,35856,1,swimming,2160,rural,257,156,winter,1,0,0
52,male,43959,1,hiking,1782,suburban,172,167,summer,1,0,0
38,female,64004,4,swimming,1812,rural,71,91,fall,1,0,0
49,female,69354,9,hiking,4626,urban,278,288,winter,1,1,1
47,female,22590,6,sunbathing,2378,urban,152,190,winter,1,1,0
50,female,95054,1,hiking,4494,rural,54,198,summer,1,0,1
23,male,85101,5,sunbathing,2524,suburban,153,97,winter,1,1,0
22,female,112011,8,hiking,4992,rural,88,260,winter,0,1,1
32,male,54359,2,sunbathing,1770,suburban,274,167,spring,1,1,0
60,male,28965,0,hiking,4821,urban,20,1,fall,0,0,0
69,female,27296,6,skiing,803,suburban,230,293,winter,0,1,1
42,male,37409,7,sunbathing,2724,rural,232,56,spring,0,1,0
30,non-binary,79043,9,hiking,2053,urban,89,237,spring,1,0,1
23,female,68072,7,hiking,4472,rural,299,254,fall,0,0,0
54,female,45935,1,sunbathing,2176,urban,132,5,summer,0,0,0
19,non-binary,95625,0,skiing,1775,rural,2,6,fall,1,1,1
34,female,77825,6,hiking,2228,suburban,227,67,spring,1,0,0
41,male,40160,5,skiing,2114,rural,119,103,fall,0,0,0
29,male,29852,3,swimming,4163,suburban,222,176,fall,1,1,0
61,male,99937,2,sunbathing,4596,urban,197,21,summer,1,1,0
31,female,59550,6,hiking,3241,urban,178,264,winter,0,0,1
24,non-binary,75772,1,swimming,4268,suburban,110,142,fall,0,1,0
43,non-binary,72329,5,hiking,1436,suburban,128,131,winter,0,0,1
49,female,93032,5,sunbathing,2421,urban,129,223,winter,1,1,0
46,male,110887,3,swimming,3822,suburban,201,42,summer,0,1,0
63,male,29435,2,skiing,2581,rural,44,132,spring,0,1,1
56,female,26018,1,hiking,4662,suburban,17,16,summer,0,0,0
26,female,81696,8,hiking,3818,suburban,127,206,winter,0,1,1
31,male,76239,9,hiking,4975,suburban,169,58,fall,0,1,0
34,female,102089,4,hiking,3471,rural,60,293,winter,1,0,1
66,non-binary,51180,0,swimming,3965,rural,124,16,winter,1,1,0
42,non-binary,22476,1,hiking,1328,rural,98,166,spring,1,0,1
47,female,93050,9,sunbathing,3566,urban,231,114,spring,0,0,0
62,male,96758,9,sunbathing,1828,rural,35,97,spring,1,0,0
46,non-binary,52874,1,sunbathing,4453,suburban,205,71,winter,0,0,0
46,female,75327,4,hiking,1687,rural,172,102,summer,1,0,0
35,male,22364,8,sunbathing,4977,rural,32,213,summer,0,0,0
48,female,79653,6,sunbathing,3931,rural,96,219,summer,1,0,0
36,female,96647,6,skiing,669,urban,40,263,winter,0,0,1
34,female,22144,6,swimming,4485,urban,139,297,fall,0,0,0
23,female,45325,4,skiing,4559,rural,154,280,spring,1,0,1
29,female,93687,2,hiking,4293,suburban,64,290,fall,0,0,1
55,male,29149,8,sunbathing,4342,urban,96,171,winter,1,1,0
20,non-binary,73538,0,swimming,1529,urban,14,188,summer,0,1,0
64,male,86445,5,skiing,802,urban,13,5,summer,0,1,0
52,non-binary,45452,1,swimming,2926,urban,153,117,summer,0,0,0
64,female,51276,2,hiking,3342,suburban,127,221,fall,1,0,1
50,female,112697,8,hiking,3824,rural,133,25,spring,0,0,0
46,male,105743,6,hiking,3434,urban,224,47,spring,0,0,0
20,male,112121,7,swimming,3845,rural,232,213,winter,1,1,0
22,non-binary,20590,9,swimming,1205,rural,189,82,spring,1,0,0
31,female,70429,8,skiing,3480,suburban,298,201,fall,1,1,0
53,male,114814,5,hiking,3207,urban,1,130,spring,1,0,1
45,female,41569,6,sunbathing,1331,urban,121,161,fall,0,1,0
58,female,96949,7,swimming,806,rural,125,41,fall,0,0,0
49,female,89032,9,sunbathing,1791,urban,224,126,summer,0,1,0
35,non-binary,69466,5,hiking,4912,suburban,250,48,fall,0,0,0
59,female,91906,7,skiing,2574,suburban,75,246,summer,1,0,1
57,non-binary,80753,4,sunbathing,1823,rural,234,297,fall,1,1,0
30,male,65803,7,sunbathing,2340,rural,80,274,winter,0,1,0
19,male,40127,1,hiking,776,urban,72,249,summer,1,0,1
69,female,104770,7,hiking,1474,suburban,56,234,fall,1,0,1
42,female,32910,4,swimming,3227,urban,35,130,spring,0,0,0
37,non-binary,94821,1,sunbathing,723,rural,143,267,fall,1,1,0
24,female,60323,3,swimming,641,rural,233,195,summer,0,1,0
28,female,88337,0,hiking,3501,rural,126,68,summer,0,1,0
22,female,96747,8,skiing,1991,rural,198,52,spring,0,1,0
46,non-binary,64900,9,swimming,3713,rural,265,128,fall,0,1,0
35,non-binary,99367,3,sunbathing,4045,suburban,283,132,spring,0,1,0
25,female,115028,9,swimming,4061,suburban,258,290,fall,1,0,0
44,female,60276,6,swimming,2555,urban,16,2,spring,0,1,0
59,male,84286,5,skiing,3663,rural,204,138,winter,0,0,0
19,non-binary,24117,5,skiing,769,urban,19,8,fall,1,1,0
52,male,38061,9,sunbathing,1851,suburban,162,166,spring,0,0,0
43,female,42216,3,skiing,1968,urban,216,79,summer,0,1,0
40,female,76975,6,hiking,3593,urban,11,180,summer,0,0,1
22,female,111165,9,skiing,4773,urban,98,155,spring,1,0,1
33,female,23691,2,skiing,1660,suburban,236,35,summer,1,0,0
59,non-binary,63915,6,skiing,2354,rural,180,29,summer,1,0,0
28,female,110125,9,skiing,880,suburban,99,167,spring,1,1,1
36,male,119428,3,swimming,668,urban,246,178,summer,1,0,0
33,male,102174,4,swimming,1592,urban,252,162,summer,1,0,0
49,male,43173,4,hiking,4425,urban,117,135,summer,1,1,1
29,non-binary,73143,8,hiking,2217,suburban,91,292,fall,0,0,1
19,male,34003,7,skiing,1373,rural,297,297,spring,0,0,0
60,non-binary,102413,2,skiing,1351,suburban,235,56,winter,1,1,0
39,non-binary,47867,6,swimming,2673,rural,84,209,winter,1,1,0
43,female,102000,3,sunbathing,4357,urban,16,21,summer,0,0,0
50,non-binary,93673,6,skiing,664,urban,94,10,winter,0,0,0
41,non-binary,119532,0,swimming,806,rural,78,172,fall,1,0,0
22,non-binary,93952,1,hiking,2618,suburban,0,125,spring,0,0,1
38,female,32102,8,skiing,2645,rural,299,180,winter,1,0,0
63,female,44164,9,skiing,722,urban,49,219,summer,0,1,1
35,female,86372,2,sunbathing,1707,urban,96,194,summer,1,0,0
56,male,59392,8,swimming,2805,rural,101,145,fall,0,1,0
22,male,72321,6,hiking,4467,suburban,97,243,fall,0,1,1
25,non-binary,117165,4,hiking,775,urban,253,35,winter,0,1,0
38,male,54546,9,hiking,2134,urban,208,194,fall,1,1,0
64,female,101022,8,skiing,2010,rural,272,162,spring,1,1,0
22,male,39668,3,skiing,3846,urban,38,70,summer,1,0,1
30,female,81265,7,swimming,4749,urban,295,3,spring,0,0,0
36,male,41709,1,swimming,1475,urban,147,224,winter,1,1,0
46,female,43130,6,skiing,3469,rural,243,189,winter,1,1,0
19,male,71622,8,swimming,4991,suburban,226,264,spring,0,0,0
54,non-binary,90373,7,hiking,2700,suburban,168,141,winter,1,1,0
43,male,69583,2,swimming,1009,rural,182,204,summer,1,0,0
46,male,85305,6,hiking,1860,rural,178,238,winter,0,0,1
22,non-binary,117015,0,swimming,4543,urban,273,199,winter,0,1,0
49,non-binary,94523,9,hiking,4714,rural,142,147,spring,0,0,1
55,female,73090,1,hiking,1123,suburban,53,122,summer,0,1,1
65,non-binary,111767,4,hiking,3440,rural,261,298,fall,0,1,1
19,male,81100,1,sunbathing,2977,suburban,39,93,spring,1,0,0
22,female,41506,9,sunbathing,1083,suburban,152,104,fall,1,1,0
64,male,37134,2,skiing,649,rural,205,214,winter,1,0,1
50,female,52049,8,sunbathing,3241,urban,44,128,summer,1,1,0
68,female,48500,1,hiking,1350,rural,162,106,winter,1,1,0
52,non-binary,64386,0,hiking,3701,rural,143,7,summer,0,0,0
36,male,106067,1,sunbathing,741,suburban,161,3,spring,0,0,0
